order_id,order_datetime,customer_id,total_amount,num_items
11324569,2024-02-09T09:55:41.546206,15,49.35,1
11332318,2024-02-06T08:02:08.707562,18,6.85,1
11335394,2024-02-04T21:33:47.732944,21,24.59,4
11337297,2024-02-06T12:47:25.423748,28,20.42,3
11345867,2024-02-05T00:44:00.610249,2,43.74,5
11356325,2024-02-07T13:07:28.761733,10,62.59,4
11365373,2024-02-09T18:31:04.999929,29,12.52,2
11381576,2024-02-10T20:51:53.189956,4,45.05,3
11382578,2024-02-09T11:26:55.440132,16,19.55,1
11399333,2024-02-02T01:29:42.033562,27,77.12,5
11401559,2024-02-03T12:18:42.057984,20,77.28,5
11410030,2024-02-03T12:44:36.794948,3,21.87,3
11410161,2024-02-01T09:20:21.448512,2,44.88,4
11446892,2024-02-02T17:28:03.630428,30,50.57,2
11467436,2024-02-09T23:30:26.489094,1,54.39,4
11467574,2024-02-06T05:04:37.038236,8,31.66,3
11469070,2024-02-07T08:39:01.184757,2,10.95,1
11470119,2024-02-06T08:42:45.425172,29,9.46,1
11470293,2024-02-09T08:10:54.316512,6,32.28,3
11495231,2024-02-09T13:37:54.698219,28,14.66,1
11514202,2024-02-06T14:36:34.711935,1,24.63,3
11523290,2024-02-07T08:39:16.865629,11,12.8,1
11523988,2024-02-09T14:10:29.535413,30,9.18,1
11525311,2024-02-04T19:43:12.051776,9,37.38,3
11551856,2024-02-06T16:26:37.150248,20,29.58,5
11557238,2024-02-03T03:07:48.098852,25,68.33,3
11604969,2024-02-08T17:22:33.636817,2,13.73,2
11611500,2024-02-07T00:07:01.486610,27,3.91,1
11662587,2024-02-03T14:37:57.368675,29,76.48,4
11665180,2024-02-09T14:15:16.258680,21,7.48,1
11673232,2024-02-07T18:29:06.893862,14,67.88,3
11679846,2024-02-10T02:02:09.598427,18,48.72,4
11695104,2024-02-06T15:10:46.906980,19,30.79,4
11709829,2024-02-06T05:12:43.336198,23,42.28,5
11710633,2024-02-07T20:35:47.441839,12,56.47,3
11719985,2024-02-07T08:32:29.406154,24,42.02,3
11729482,2024-02-06T17:39:55.111078,6,44.04,3
11739496,2024-02-09T23:47:27.455823,14,48.55,3
11766499,2024-02-07T17:36:26.194660,12,84.8,5
11771077,2024-02-08T15:15:50.313693,7,43.8,4
11771413,2024-02-04T08:44:36.733904,14,19.95,1
11798531,2024-02-06T00:58:24.726120,24,5.94,1
11829506,2024-02-08T16:06:51.616282,26,42.76,2
11832167,2024-02-03T15:28:27.058608,16,24.89,2
11832411,2024-02-04T20:21:29.094768,1,127.91,5
11854511,2024-02-03T13:24:05.938624,30,12.22,3
11854938,2024-02-03T11:45:10.476785,30,42.75,2
11861274,2024-02-04T00:08:12.743995,11,40.69,3
11864666,2024-02-05T00:37:27.229570,10,72.53,4
11877351,2024-02-10T14:07:16.262238,9,32.57,4
11883422,2024-02-07T04:57:04.011459,8,50.17,4
11885812,2024-02-02T17:37:39.457377,27,74.86,4
11886317,2024-02-06T22:17:01.319541,16,22.08,3
11893937,2024-02-02T22:04:51.188591,1,6.76,1
11894905,2024-02-02T11:18:05.874172,28,26.14,3
11907513,2024-02-03T04:55:36.294381,22,75.65,4
11918900,2024-02-04T07:03:41.880389,11,9.68,1
11921928,2024-02-06T21:53:16.831784,13,49.29,4
11945559,2024-02-06T13:24:21.006303,24,3.16,1
11949506,2024-02-07T21:58:18.886028,13,30.62,2
11982377,2024-02-03T00:50:12.911470,22,37.83,2
12018515,2024-02-09T21:35:23.034749,17,45.79,2
12025993,2024-02-06T23:03:18.569957,1,48.22,5
12028826,2024-02-06T07:42:21.417567,2,5.9,2
12029386,2024-02-03T20:11:09.355236,22,50.82,3
12038047,2024-02-03T06:48:20.456615,9,8.45,1
12057769,2024-02-02T10:18:38.214001,28,6.29,1
12067302,2024-02-04T09:20:22.687307,9,26.91,2
12084492,2024-02-04T18:28:27.671477,6,1.69,1
12104247,2024-02-06T09:33:24.548647,22,43.87,2
12117989,2024-02-04T02:34:46.832795,11,44.3,3
12127618,2024-02-08T06:44:14.145483,8,40.4,4
12132458,2024-02-05T16:52:31.239967,25,23.8,3
12134989,2024-02-07T11:26:11.940387,30,66.28,5
12139867,2024-02-04T08:39:36.398068,15,47.3,1
12140676,2024-02-09T20:31:45.790804,3,1.9,1
12148983,2024-02-03T05:31:14.653155,30,11.73,1
12151097,2024-02-09T22:12:39.363355,15,6.44,1
12151640,2024-02-07T11:38:36.789519,19,77.32,2
12160477,2024-02-08T20:11:36.288073,10,70.77,3
12165472,2024-02-10T08:13:34.706543,4,25.53,2
12176515,2024-02-02T03:57:08.107428,18,56.86,5
12176798,2024-02-09T07:35:13.517733,29,62.68,4
12178514,2024-02-09T22:14:08.616168,12,35.99,2
12180544,2024-02-04T18:47:11.001508,23,11.45,2
12194058,2024-02-04T22:16:40.479816,8,1.58,1
12197838,2024-02-03T06:58:10.677448,23,68.67,5
12215705,2024-02-04T21:20:23.226735,18,21.38,2
12220212,2024-02-03T17:42:14.137306,15,82.29,5
12220786,2024-02-08T00:57:29.953183,14,4.8,1
12221487,2024-02-04T14:34:33.012738,18,42.25,1
12251321,2024-02-06T20:48:32.077970,17,105.35,5
12255866,2024-02-07T11:33:58.953729,4,66.47,4
12268373,2024-02-02T09:33:58.007128,25,12.37,2
12287470,2024-02-02T06:46:45.056562,21,31.28,3
12301509,2024-02-02T13:58:53.778677,12,30.65,2
12307203,2024-02-08T16:19:56.842597,28,42.78,3
12321927,2024-02-06T05:35:25.285939,2,59.0,5
12325530,2024-02-09T18:07:47.857595,3,40.37,2
12351145,2024-02-04T23:31:33.559831,7,5.15,1
12353135,2024-02-06T00:54:46.271247,15,24.4,1
12354772,2024-02-07T13:11:34.240520,18,52.46,4
12370523,2024-02-07T10:52:47.818006,27,15.96,1
12398718,2024-02-06T21:55:07.267650,7,49.55,2
12399135,2024-02-09T09:25:49.519082,2,12.62,1
12411940,2024-02-09T09:18:31.784778,2,37.88,2
12415264,2024-02-05T01:48:17.369502,20,33.78,4
12418444,2024-02-03T13:22:55.401107,28,75.6,4
12434348,2024-02-09T18:10:02.327343,24,27.05,3
12440055,2024-02-03T19:10:42.349951,28,91.19,5
12451501,2024-02-04T04:32:36.614353,8,25.24,1
12453280,2024-02-09T02:47:48.976225,6,62.85,4
12455646,2024-02-08T17:49:45.021157,26,32.67,2
12458809,2024-02-08T23:22:46.213235,9,65.8,4
12483687,2024-02-07T23:12:16.394225,3,16.79,3
12485727,2024-02-02T00:29:06.114341,17,9.05,2
12500143,2024-02-06T11:15:20.302376,11,18.03,3
12502135,2024-02-03T01:52:38.157859,19,13.18,3
12502593,2024-02-07T05:23:35.665591,9,7.33,1
12512737,2024-02-04T20:00:29.316239,23,5.61,1
12519445,2024-02-02T19:46:16.519433,15,42.54,3
12554700,2024-02-07T15:29:44.979859,20,58.26,3
12556567,2024-02-08T00:30:29.464552,21,68.46,4
12560536,2024-02-05T19:57:33.725202,23,75.94,5
12587860,2024-02-02T07:47:06.082434,20,10.29,2
12597066,2024-02-09T14:19:18.719192,2,45.9,1
12605107,2024-02-09T09:57:23.911186,24,2.74,1
12610003,2024-02-10T10:09:03.864200,13,6.76,1
12616899,2024-02-09T06:05:05.656008,3,56.93,3
12628663,2024-02-04T18:38:28.118008,7,38.36,3
12664791,2024-02-04T07:43:48.486858,3,5.57,2
12693891,2024-02-09T15:06:12.634460,26,42.52,2
12710282,2024-02-06T08:53:27.249404,7,29.89,2
12727838,2024-02-03T03:31:01.555264,17,13.64,1
12730751,2024-02-04T05:32:39.695950,2,3.06,1
12758172,2024-02-04T03:09:42.593479,15,70.82,3
12775067,2024-02-04T15:31:29.792747,7,44.35,4
12783225,2024-02-06T03:18:17.209260,1,70.85,5
12788884,2024-02-04T21:42:02.156380,22,67.07,4
12818852,2024-02-06T14:04:05.339451,30,1.69,1
12821074,2024-02-05T21:23:25.638468,29,18.79,2
12832910,2024-02-09T21:03:30.411950,9,63.96,3
12842443,2024-02-03T08:49:51.864570,30,7.72,1
12860422,2024-02-09T04:23:27.514898,26,3.16,1
12869642,2024-02-04T14:23:39.918647,12,39.48,1
12870363,2024-02-08T23:10:36.268149,25,25.24,1
12886434,2024-02-06T15:57:34.956770,13,10.94,2
12900793,2024-02-05T19:23:08.606571,27,25.3,5
12904496,2024-02-07T11:26:56.523072,30,9.46,1
12908656,2024-02-02T18:10:04.454113,10,78.64,3
12919706,2024-02-06T02:25:20.046068,19,63.12,2
12927351,2024-02-10T07:33:53.164576,19,52.97,5
12945701,2024-02-10T08:12:04.256736,8,29.26,2
12960890,2024-02-04T10:52:49.086931,13,24.85,3
12961476,2024-02-07T00:57:27.788210,11,18.98,4
13013586,2024-02-04T10:10:52.754313,5,4.8,1
13043282,2024-02-03T05:58:06.257904,7,15.54,1
13050194,2024-02-02T01:19:45.932278,12,53.5,2
13057282,2024-02-05T12:28:46.657570,24,66.23,5
13072507,2024-02-06T13:50:55.961790,23,1.87,1
13092137,2024-02-04T07:13:53.262932,14,7.98,1
13093200,2024-02-03T09:33:49.991168,17,44.64,3
13096729,2024-02-02T22:51:42.503678,6,39.0,3
13101610,2024-02-07T10:17:50.637923,27,35.61,4
13113150,2024-02-03T00:21:42.136054,3,68.95,5
13113530,2024-02-04T03:21:13.849543,30,29.52,3
13121952,2024-02-07T00:19:25.823768,18,39.21,3
13124541,2024-02-02T06:13:07.504705,5,99.29,5
13168752,2024-02-03T12:44:02.600217,2,119.03,5
13182419,2024-02-03T13:49:33.975009,20,15.64,1
13190559,2024-02-09T17:17:16.242790,11,73.39,3
13191095,2024-02-03T09:26:42.786474,6,19.63,3
13200377,2024-02-03T16:39:52.757508,2,43.64,3
13200959,2024-02-05T15:40:40.115768,21,82.44,4
13211323,2024-02-05T03:19:29.966724,15,3.16,1
13222044,2024-02-10T08:25:26.662443,15,25.8,3
13233430,2024-02-08T20:43:22.923891,2,12.53,2
13234040,2024-02-10T08:54:30.516566,26,47.3,1
13234082,2024-02-04T03:05:08.657607,30,23.35,2
13252262,2024-02-05T11:47:27.636536,27,46.2,5
13255419,2024-02-06T12:48:10.592341,15,67.93,5
13268914,2024-02-09T17:07:49.021280,1,25.75,1
13270882,2024-02-04T01:57:00.693527,9,76.48,3
13277433,2024-02-08T11:21:22.650731,17,61.31,3
13282658,2024-02-06T17:52:49.641102,4,15.54,1
13295059,2024-02-04T07:57:00.543668,3,22.68,2
13295273,2024-02-02T05:10:37.410970,14,3.74,1
13327819,2024-02-03T03:26:58.117350,18,5.1,1
13354162,2024-02-04T11:27:32.076526,11,33.68,2
13355775,2024-02-03T06:02:13.330923,17,69.62,4
13373051,2024-02-03T08:58:11.399471,2,16.1,1
13381878,2024-02-06T16:56:29.317639,29,36.71,5
13397703,2024-02-06T06:13:01.857640,28,29.61,1
13401781,2024-02-10T10:24:08.452763,8,56.29,3
13414332,2024-02-03T12:27:30.044801,11,29.48,2
13420993,2024-02-06T16:36:55.180480,5,14.28,2
13429520,2024-02-10T14:35:16.089699,14,29.04,1
13454859,2024-02-10T13:52:53.077631,20,1.16,1
13469710,2024-02-06T04:45:35.544975,20,72.09,5
13479877,2024-02-09T09:10:49.333083,8,7.98,1
13500560,2024-02-06T10:50:50.487351,15,58.85,3
13506477,2024-02-06T04:35:34.082898,19,62.11,4
13524139,2024-02-09T21:28:55.611528,3,23.75,1
13530699,2024-02-02T09:02:09.221735,10,52.46,4
13538506,2024-02-03T00:08:42.216543,18,20.46,1
13539384,2024-02-04T07:45:12.059697,23,25.84,4
13539728,2024-02-02T15:48:27.255764,12,71.0,3
13545503,2024-02-05T14:38:23.544489,4,36.37,2
13554769,2024-02-04T15:24:39.401723,18,37.03,2
13576172,2024-02-04T06:00:49.944412,7,5.03,2
13583663,2024-02-04T22:04:21.559092,2,12.8,1
13586562,2024-02-08T23:13:09.843773,30,48.7,1
13594376,2024-02-02T07:42:47.764750,13,79.88,3
13596461,2024-02-06T07:07:51.019616,10,61.95,2
13597844,2024-02-06T15:35:14.018755,8,9.66,1
13602550,2024-02-09T20:03:58.191331,7,42.41,4
13611309,2024-02-10T16:12:56.654559,1,10.51,2
13637902,2024-02-02T01:08:46.810342,29,94.22,5
13644091,2024-02-07T05:26:45.169292,23,74.27,4
13660124,2024-02-03T14:04:28.883695,13,2.74,1
13693140,2024-02-03T23:57:17.585319,16,55.2,2
13694930,2024-02-07T01:07:01.568350,11,64.35,4
13714521,2024-02-03T20:29:36.662964,22,20.76,3
13735803,2024-02-04T18:23:46.263416,16,9.46,1
13735947,2024-02-09T10:01:57.698692,6,9.87,1
13741249,2024-02-04T13:50:18.280807,12,23.76,1
13743593,2024-02-07T17:38:18.970961,24,97.68,5
13749280,2024-02-05T09:47:15.991559,2,63.2,3
13789876,2024-02-06T01:21:43.474056,14,51.5,4
13797677,2024-02-05T00:59:07.342318,15,3.06,1
13799015,2024-02-03T04:15:13.172635,19,31.48,2
13805062,2024-02-02T19:11:54.316090,14,15.86,3
13807852,2024-02-08T19:33:50.417207,2,33.53,4
13810066,2024-02-06T06:41:03.743317,4,48.7,1
13838702,2024-02-09T00:50:09.387269,19,24.88,2
13842555,2024-02-07T21:34:37.986068,19,41.34,3
13843265,2024-02-02T00:10:32.616984,26,78.75,5
13861439,2024-02-07T17:35:57.666771,26,104.36,5
13862075,2024-02-04T04:51:45.787981,3,48.22,2
13871681,2024-02-09T04:48:42.127427,11,25.64,2
13877509,2024-02-05T12:34:08.030061,3,53.3,5
13880171,2024-02-03T12:27:04.440296,26,46.7,4
13910787,2024-02-06T05:46:29.148876,12,14.66,1
13911389,2024-02-02T08:20:15.983093,26,11.49,2
13917586,2024-02-10T22:23:31.120181,15,4.5,2
13920525,2024-02-06T04:51:25.827056,13,37.8,3
13921758,2024-02-02T12:59:52.365305,17,45.07,5
13933506,2024-02-05T10:38:51.186590,30,24.02,2
13939725,2024-02-02T14:51:02.615546,20,2.04,1
13947518,2024-02-02T19:36:18.439099,12,32.65,4
13953121,2024-02-02T12:31:00.386721,23,94.64,3
13953998,2024-02-04T13:40:24.188382,10,63.57,4
13957347,2024-02-09T14:43:04.468204,5,7.33,1
13995306,2024-02-02T23:44:54.992742,22,5.07,2
14008074,2024-02-02T14:32:00.993676,30,11.73,3
14014921,2024-02-07T08:57:10.050411,29,35.96,3
14028792,2024-02-01T16:49:24.748893,17,12.62,1
14031498,2024-02-04T09:22:06.294479,29,54.46,3
14033865,2024-02-07T14:30:20.092167,23,65.81,5
14036517,2024-02-07T23:11:35.773405,18,37.81,2
14063269,2024-02-08T10:23:31.089663,23,44.06,2
14094844,2024-02-07T21:36:16.412267,10,15.87,2
14101022,2024-02-03T19:38:33.703908,2,22.4,3
14102380,2024-02-02T01:26:50.391278,14,47.0,3
14109047,2024-02-06T23:29:52.416842,27,69.22,5
14115526,2024-02-03T21:10:34.430812,8,32.9,2
14124121,2024-02-01T13:15:43.910259,13,47.47,4
14124177,2024-02-08T01:51:54.683454,25,19.36,1
14128302,2024-02-04T08:42:07.352016,28,22.46,3
14128583,2024-02-03T01:35:38.997274,28,32.84,4
14141881,2024-02-06T13:22:51.724665,8,14.57,2
14193804,2024-02-04T07:32:02.395324,12,32.12,2
14203514,2024-02-07T03:04:33.387618,24,40.12,2
14224688,2024-02-03T09:24:14.045886,9,14.67,2
14229568,2024-02-08T16:12:38.430393,13,31.53,2
14229845,2024-02-01T04:21:50.918064,14,72.89,5
14240457,2024-02-09T14:24:57.366289,29,51.43,2
14241203,2024-02-04T15:17:27.727552,25,86.57,4
14250036,2024-02-06T05:19:24.668995,29,44.44,4
14263875,2024-02-06T08:06:45.081091,15,45.14,3
14268595,2024-02-05T10:25:16.157472,2,35.88,5
14271160,2024-02-09T14:17:45.432480,11,102.12,5
14281916,2024-02-05T22:28:23.465579,23,98.15,5
14286554,2024-02-03T23:51:23.588462,27,93.36,5
14297255,2024-02-10T14:09:58.732088,13,37.29,3
14297379,2024-02-07T19:36:35.177908,19,137.82,5
14307183,2024-02-02T19:34:36.040395,12,20.95,2
14324127,2024-02-02T21:44:10.492785,9,5.96,2
14340057,2024-02-03T09:28:34.571955,13,8.45,1
14356446,2024-02-10T06:33:18.521314,19,35.38,3
14378881,2024-02-07T23:19:38.188872,14,18.28,2
14384731,2024-02-02T18:25:01.958166,3,29.74,4
14395480,2024-02-07T09:45:47.318354,1,31.06,3
14398200,2024-02-02T22:37:27.909693,8,42.39,4
14428496,2024-02-09T23:33:44.613724,9,25.35,1
14432055,2024-02-09T11:53:01.505039,29,5.18,1
14436300,2024-02-03T06:11:25.790825,5,57.58,4
14458201,2024-02-06T14:00:28.494138,19,18.73,3
14474831,2024-02-05T15:31:26.891824,2,17.5,3
14474983,2024-02-02T01:04:43.681317,3,19.65,2
14477403,2024-02-10T22:22:49.327063,7,87.76,3
14495037,2024-02-06T19:46:47.238484,21,64.65,3
14506414,2024-02-06T11:02:16.984936,23,76.61,5
14508922,2024-02-06T04:44:26.786564,8,9.5,1
14515319,2024-02-09T16:53:06.916908,2,19.0,1
14524212,2024-02-02T17:39:17.230760,23,31.71,4
14531121,2024-02-05T08:39:51.493223,26,48.7,5
14536242,2024-02-04T08:45:22.295204,7,36.92,3
14551882,2024-02-06T20:36:05.255113,19,24.17,3
14556172,2024-02-09T16:42:44.053584,8,13.66,2
14559206,2024-02-09T02:05:46.376340,18,58.06,2
14559493,2024-02-04T14:16:52.109777,27,56.8,2
14571609,2024-02-07T10:25:38.468622,16,33.27,3
14590940,2024-02-05T07:22:31.874642,30,13.31,3
14593494,2024-02-06T16:19:33.697891,22,57.1,4
14597097,2024-02-03T14:32:14.402944,13,12.27,4
14598593,2024-02-01T12:29:57.052353,30,2.37,1
14602131,2024-02-09T12:15:58.422436,19,19.06,3
14602357,2024-02-09T11:06:31.181549,16,49.6,5
14643473,2024-02-03T20:44:00.684037,16,19.75,2
14647054,2024-02-08T03:45:58.824564,18,11.4,2
14668915,2024-02-06T04:06:50.484560,21,74.07,5
14670379,2024-02-04T05:51:47.064024,19,31.12,3
14680411,2024-02-02T14:47:07.999543,1,29.32,1
14683832,2024-02-02T16:22:49.966139,14,60.67,3
14690202,2024-02-08T09:05:34.780173,7,72.18,4
14693030,2024-02-04T16:00:48.108539,30,61.49,4
14710479,2024-02-05T16:28:23.529426,5,108.83,4
14726502,2024-02-04T23:07:15.274853,13,5.7,1
14740373,2024-02-04T17:26:18.472211,26,22.32,2
14750521,2024-02-02T05:39:42.103513,25,9.31,3
14751802,2024-02-06T19:37:45.764122,18,19.36,1
14752313,2024-02-04T18:45:57.582729,7,9.64,2
14775577,2024-02-09T23:39:48.627784,21,43.04,3
14776588,2024-02-10T05:55:10.142748,17,25.09,3
14777080,2024-02-04T23:36:06.429360,20,40.92,2
14779142,2024-02-06T12:32:20.876295,26,71.94,3
14791922,2024-02-08T07:46:18.288698,1,55.21,4
14798044,2024-02-09T07:16:00.137668,24,3.8,1
14811567,2024-02-01T17:07:42.598284,13,37.91,3
14818600,2024-02-06T22:17:17.847402,7,3.06,1
14823268,2024-02-07T04:11:11.057056,16,23.76,1
14850824,2024-02-08T15:56:21.810324,1,100.8,4
14854160,2024-02-10T09:52:58.779445,25,3.22,1
14866226,2024-02-08T21:27:49.236681,4,3.16,1
14887674,2024-02-07T06:12:37.235386,5,59.12,4
14938743,2024-02-07T18:06:03.217543,20,55.96,4
14973331,2024-02-10T19:34:28.282209,21,56.8,3
14984313,2024-02-02T18:07:41.427545,22,19.2,3
15002242,2024-02-03T05:03:08.069645,25,68.56,3
15036888,2024-02-09T13:33:43.807615,14,25.14,3
15052641,2024-02-04T19:15:25.541698,14,12.84,1
15066154,2024-02-03T00:14:28.256659,16,40.08,3
15066307,2024-02-07T13:59:41.288281,2,53.63,3
15073569,2024-02-09T21:51:01.912055,27,16.1,1
15075089,2024-02-04T11:07:12.502920,27,107.48,5
15118673,2024-02-04T22:43:47.354674,3,71.05,5
15122690,2024-02-04T12:41:54.385658,11,68.45,3
15137870,2024-02-04T09:19:40.580524,24,41.49,2
15146720,2024-02-10T12:29:52.155757,19,22.83,2
15164277,2024-02-09T03:19:16.753174,25,52.82,5
15185664,2024-02-09T22:39:58.135037,24,29.61,1
15186914,2024-02-07T03:04:13.791883,15,10.95,1
15200736,2024-02-10T01:40:53.042967,10,11.97,1
15208393,2024-02-06T13:34:16.015062,15,6.29,1
15249392,2024-02-06T03:45:11.739499,23,21.6,2
15267215,2024-02-04T07:10:42.123912,15,13.42,2
15267867,2024-02-05T17:29:22.563816,24,30.95,2
15275451,2024-02-03T04:22:30.815382,28,69.5,5
15280926,2024-02-08T14:55:12.504534,4,80.64,3
15282386,2024-02-09T11:38:20.982762,29,41.46,4
15305490,2024-02-10T19:19:57.772946,28,35.83,4
15310163,2024-02-09T06:00:05.321993,11,38.0,2
15310326,2024-02-03T05:09:58.144602,17,49.73,3
15312284,2024-02-03T19:16:46.596508,5,46.68,3
15329641,2024-02-09T21:04:28.588690,3,54.21,5
15332876,2024-02-05T13:03:38.910173,2,13.35,3
15345545,2024-02-09T17:26:35.073719,11,56.0,2
15353000,2024-02-07T14:07:38.817901,1,23.53,3
15362670,2024-02-05T22:19:48.277909,22,4.64,1
15366618,2024-02-05T00:07:18.469570,16,70.45,3
15396607,2024-02-07T09:09:45.214204,5,96.54,4
15406755,2024-02-08T20:25:53.783263,23,8.55,2
15419296,2024-02-08T17:09:51.023524,17,8.29,2
15420593,2024-02-06T00:18:41.008776,1,34.2,3
15436518,2024-02-03T06:51:30.186550,12,102.45,4
15442784,2024-02-04T08:01:07.288068,3,14.9,2
15447520,2024-02-09T01:11:46.569067,1,40.79,4
15459799,2024-02-09T07:47:45.653137,17,61.7,3
15464357,2024-02-04T16:31:21.644277,19,44.3,4
15478443,2024-02-06T05:04:01.114856,23,3.48,1
15500834,2024-02-04T18:52:06.466261,8,118.61,5
15504466,2024-02-05T05:19:44.941969,3,68.57,2
15521218,2024-02-02T06:21:40.184113,10,48.2,4
15523826,2024-02-03T01:51:44.452677,21,67.94,4
15529933,2024-02-03T21:37:13.095660,1,60.2,4
15533002,2024-02-10T08:26:17.713760,13,39.23,3
15546501,2024-02-10T12:55:07.805621,18,44.66,3
15565308,2024-02-08T09:45:29.376596,6,22.58,2
15593984,2024-02-04T19:03:13.053083,3,58.41,3
15596481,2024-02-03T08:23:50.250337,5,36.92,4
15611885,2024-02-05T08:22:50.447457,11,37.0,2
15613904,2024-02-02T12:16:49.513906,20,51.43,2
15619683,2024-02-02T20:35:01.542314,23,47.94,3
15623580,2024-02-06T05:16:24.363549,12,47.71,2
15628218,2024-02-06T03:22:12.463099,6,32.99,4
15635923,2024-02-02T15:58:40.101663,28,90.15,5
15637183,2024-02-03T14:10:28.229413,11,3.95,1
15642587,2024-02-02T11:59:12.063563,24,36.19,2
15652589,2024-02-04T02:23:55.569180,2,75.39,5
15654901,2024-02-07T20:04:02.271600,2,49.59,4
15704349,2024-02-06T16:15:58.599881,20,15.45,1
15705304,2024-02-10T19:05:53.814521,22,23.27,3
15708432,2024-02-05T00:12:34.521190,14,57.21,5
15712221,2024-02-03T07:10:22.617554,12,3.86,1
15716846,2024-02-08T03:37:47.116645,15,39.34,4
15753476,2024-02-08T21:17:44.738815,13,25.39,3
15770225,2024-02-09T22:59:56.308920,25,51.74,5
15771185,2024-02-02T09:45:45.119166,6,50.33,2
15789878,2024-02-10T15:05:49.135742,10,13.2,2
15845226,2024-02-06T20:49:40.608123,27,19.06,2
15857970,2024-02-06T05:06:40.912133,26,31.26,2
15859388,2024-02-07T06:59:19.661869,18,49.0,3
15861488,2024-02-10T00:04:04.781662,28,36.03,2
15866061,2024-02-03T16:11:12.536765,8,5.15,1
15885561,2024-02-10T15:49:37.226404,19,24.4,1
15897935,2024-02-03T20:41:08.814067,8,54.65,5
15902380,2024-02-05T15:42:20.072299,25,47.1,4
15923256,2024-02-03T00:23:01.915790,30,50.65,2
15926030,2024-02-04T18:12:08.795526,21,9.74,1
15950541,2024-02-06T06:42:27.259706,28,64.38,4
15962135,2024-02-06T19:03:34.751655,6,42.08,3
15962585,2024-02-03T10:27:11.125324,21,53.44,2
15975043,2024-02-04T15:18:00.655818,4,47.09,3
15990138,2024-02-06T21:20:06.833856,10,31.55,1
16002313,2024-02-03T04:17:49.364214,16,1.02,1
16004971,2024-02-09T00:50:33.998759,4,50.91,3
16033211,2024-02-06T14:03:18.087344,23,12.2,1
16037628,2024-02-03T14:17:52.199345,21,44.61,5
16047737,2024-02-02T12:58:30.797560,1,61.66,4
16065960,2024-02-08T08:39:01.071172,11,96.8,4
16068641,2024-02-07T16:53:50.413030,23,33.97,2
16083267,2024-02-06T19:20:20.629543,15,5.18,1
16084422,2024-02-09T11:24:27.104874,27,18.35,3
16098788,2024-02-02T04:26:23.099807,12,65.42,4
16106696,2024-02-07T13:56:37.629116,5,18.78,3
16114317,2024-02-08T15:38:34.875573,5,61.98,5
16145755,2024-02-06T10:17:22.279729,28,88.45,4
16154270,2024-02-03T17:23:59.080928,5,5.18,1
16202004,2024-02-10T04:50:23.243402,6,8.9,2
16212375,2024-02-03T03:37:34.237242,30,53.45,5
16227418,2024-02-06T22:02:11.059034,13,95.09,4
16255130,2024-02-10T20:02:42.231851,16,71.82,5
16261229,2024-02-04T20:52:15.633322,18,71.22,3
16273880,2024-02-05T02:04:06.766460,11,83.88,4
16283601,2024-02-07T13:17:17.826401,25,30.16,3
16295998,2024-02-05T14:02:35.417424,14,40.21,4
16303895,2024-02-06T06:06:46.230998,28,65.35,4
16314549,2024-02-10T22:43:06.683721,23,63.4,2
16391213,2024-02-08T05:35:34.168794,25,48.7,1
16410604,2024-02-06T23:52:45.294805,25,21.8,2
16417738,2024-02-03T06:39:43.165647,23,65.34,4
16424610,2024-02-07T22:06:19.692081,28,53.8,3
16433569,2024-02-09T08:31:15.842892,9,21.34,2
16445677,2024-02-10T04:40:08.192158,5,49.03,3
16447370,2024-02-07T20:53:38.234981,27,40.86,3
16461684,2024-02-07T21:34:35.200543,1,65.4,5
16464360,2024-02-03T13:05:22.226302,16,96.52,4
16479597,2024-02-06T04:46:04.861437,25,8.45,1
16491172,2024-02-07T08:07:34.315239,25,41.92,2
16510009,2024-02-02T00:00:10.476014,12,47.28,5
16521442,2024-02-10T13:14:58.932288,11,68.65,4
16527546,2024-02-07T17:34:24.597720,17,67.39,4
16532496,2024-02-02T20:33:41.934296,17,32.39,4
16533643,2024-02-08T01:51:22.883957,19,42.56,4
16534898,2024-02-04T11:27:11.776451,6,32.41,4
16548864,2024-02-06T12:17:05.876648,19,49.93,5
16564002,2024-02-08T12:11:32.999294,19,44.94,3
16564635,2024-02-07T21:00:53.432642,10,113.4,4
16572991,2024-02-08T15:35:18.217572,17,157.86,5
16573617,2024-02-06T10:38:28.110266,12,67.22,3
16583051,2024-02-03T17:00:03.589632,12,49.81,4
16586333,2024-02-09T03:40:22.874130,2,6.44,1
16592051,2024-02-08T16:18:36.461789,25,19.72,3
16592195,2024-02-06T19:56:16.561525,10,28.22,2
16603828,2024-02-09T20:15:54.224377,13,5.1,1
16605993,2024-02-09T10:49:38.887867,24,8.75,2
16610670,2024-02-08T05:02:15.662318,10,70.76,3
16618691,2024-02-09T13:35:55.024894,7,69.59,5
16633061,2024-02-08T12:29:07.811228,14,5.15,1
16634838,2024-02-04T02:37:34.058547,25,46.36,4
16649283,2024-02-04T12:42:55.766218,1,73.72,5
16649316,2024-02-05T11:48:29.088365,10,9.6,1
16657604,2024-02-04T21:20:28.718127,20,74.07,4
16659942,2024-02-04T13:26:22.757534,17,65.15,4
16669415,2024-02-09T15:47:24.320304,3,52.93,5
16672893,2024-02-02T22:08:43.144424,4,54.88,5
16688215,2024-02-02T04:20:00.109693,25,19.74,1
16689420,2024-02-10T17:45:56.526565,11,35.07,3
