order_id,product_id,quantity,unit_price,line_total
16714080,17,1,5.18,5.18
16714080,22,3,6.82,20.46
16714440,22,3,6.82,20.46
16714440,23,3,3.65,10.95
16714440,26,3,8.45,25.35
16726845,6,5,3.99,19.95
16726845,17,4,5.18,20.72
16726845,21,4,1.02,4.08
16726845,22,5,6.82,34.1
16726845,25,3,1.9,5.7
16730047,2,4,9.68,38.72
16730047,7,5,6.31,31.55
16730047,15,3,6.29,18.87
16730047,16,3,1.37,4.11
16730047,23,4,3.65,14.6
16736657,19,1,3.22,3.22
16747997,15,3,6.29,18.87
16748009,12,1,6.1,6.1
16750580,13,2,9.74,19.48
16750580,17,4,5.18,20.72
16750580,20,5,1.16,5.8
16750580,24,1,9.87,9.87
16750580,30,3,3.91,11.73
16765987,14,2,3.21,6.42
16765987,27,5,1.93,9.65
16765987,30,3,3.91,11.73
16772490,22,4,6.82,27.28
16782127,8,3,9.18,27.54
16782127,17,5,5.18,25.9
16782127,24,5,9.87,49.35
16782700,12,4,6.1,24.4
16795922,9,5,1.69,8.45
16795922,20,1,1.16,1.16
16795922,22,4,6.82,27.28
16795922,27,1,1.93,1.93
16795922,30,3,3.91,11.73
16797216,9,3,1.69,5.07
16797216,11,4,7.33,29.32
16797216,12,4,6.1,24.4
16797216,18,5,4.75,23.75
16803191,23,1,3.65,3.65
16812328,2,3,9.68,29.04
16812328,3,3,3.2,9.6
16812328,5,5,4.8,24.0
16812328,19,4,3.22,12.88
16812328,21,5,1.02,5.1
16813033,2,3,9.68,29.04
16813033,4,4,5.15,20.6
16813033,6,3,3.99,11.97
16813033,30,1,3.91,3.91
16822495,9,2,1.69,3.38
16822495,10,3,0.79,2.37
16822495,26,2,8.45,16.9
16832062,4,5,5.15,25.75
16846932,6,4,3.99,15.96
16846932,12,4,6.1,24.4
16846932,13,2,9.74,19.48
16846932,21,2,1.02,2.04
16846932,29,4,1.87,7.48
16849881,2,5,9.68,48.4
16849881,15,4,6.29,25.16
16849881,25,5,1.9,9.5
16849881,30,1,3.91,3.91
16857343,5,2,4.8,9.6
16857343,22,1,6.82,6.82
16871317,4,4,5.15,20.6
16871317,7,3,6.31,18.93
16871317,15,3,6.29,18.87
16871317,26,3,8.45,25.35
16874846,3,4,3.2,12.8
16874846,11,2,7.33,14.66
16874846,12,2,6.1,12.2
16874846,21,3,1.02,3.06
16874846,28,3,5.94,17.82
16878106,2,1,9.68,9.68
16887310,3,5,3.2,16.0
16887310,8,5,9.18,45.9
16887310,23,1,3.65,3.65
16887310,30,5,3.91,19.55
16890472,12,3,6.1,18.3
16890472,14,2,3.21,6.42
16890472,23,2,3.65,7.3
16917373,5,5,4.8,24.0
16917373,10,3,0.79,2.37
16917373,12,2,6.1,12.2
16917373,30,3,3.91,11.73
16927966,7,5,6.31,31.55
16927966,17,1,5.18,5.18
16927966,30,2,3.91,7.82
16947318,8,3,9.18,27.54
16947318,10,1,0.79,0.79
16947318,20,4,1.16,4.64
16947318,24,5,9.87,49.35
16947318,27,2,1.93,3.86
16956141,11,3,7.33,21.99
16956141,14,4,3.21,12.84
16956141,18,4,4.75,19.0
16956141,28,2,5.94,11.88
16956785,7,3,6.31,18.93
16956785,14,3,3.21,9.63
16956785,25,5,1.9,9.5
16991363,11,5,7.33,36.65
16991363,29,1,1.87,1.87
16998383,19,4,3.22,12.88
17020378,4,4,5.15,20.6
17028688,22,2,6.82,13.64
17028688,23,1,3.65,3.65
17033292,6,1,3.99,3.99
17033292,8,3,9.18,27.54
17033292,15,2,6.29,12.58
17033292,26,4,8.45,33.8
17056807,4,3,5.15,15.45
17056807,9,4,1.69,6.76
17056807,18,3,4.75,14.25
17056807,21,4,1.02,4.08
17074642,17,2,5.18,10.36
17074642,27,3,1.93,5.79
17078554,14,2,3.21,6.42
17078554,21,2,1.02,2.04
17078554,22,1,6.82,6.82
17078554,29,1,1.87,1.87
17080638,24,4,9.87,39.48
17081527,20,4,1.16,4.64
17082909,8,2,9.18,18.36
17082909,14,3,3.21,9.63
17082909,21,3,1.02,3.06
17091204,2,1,9.68,9.68
17091204,6,3,3.99,11.97
17091204,7,1,6.31,6.31
17091204,11,3,7.33,21.99
17143340,2,3,9.68,29.04
17150167,8,3,9.18,27.54
17150167,19,4,3.22,12.88
17156751,2,5,9.68,48.4
17156751,26,4,8.45,33.8
17172352,11,2,7.33,14.66
17172352,14,1,3.21,3.21
17172352,30,1,3.91,3.91
17196575,2,3,9.68,29.04
17196575,8,3,9.18,27.54
17196575,20,3,1.16,3.48
17209558,7,4,6.31,25.24
17209558,15,4,6.29,25.16
17227094,20,1,1.16,1.16
17227094,23,3,3.65,10.95
17240314,1,3,9.46,28.38
17240314,28,3,5.94,17.82
17243913,3,2,3.2,6.4
17252559,6,1,3.99,3.99
17258569,3,3,3.2,9.6
17258569,9,5,1.69,8.45
17258569,15,1,6.29,6.29
17258569,18,5,4.75,23.75
17258569,29,5,1.87,9.35
17271525,2,4,9.68,38.72
17271525,20,2,1.16,2.32
17271525,21,5,1.02,5.1
17271525,25,5,1.9,9.5
17271525,27,2,1.93,3.86
17308901,1,2,9.46,18.92
17320874,10,1,0.79,0.79
17320874,12,1,6.1,6.1
17320874,13,2,9.74,19.48
17327952,5,1,4.8,4.8
17327952,7,4,6.31,25.24
17327952,23,2,3.65,7.3
17329149,1,1,9.46,9.46
17329149,2,1,9.68,9.68
17329149,5,5,4.8,24.0
17337315,11,3,7.33,21.99
17337315,26,5,8.45,42.25
17348333,15,3,6.29,18.87
17350207,4,1,5.15,5.15
17351804,7,3,6.31,18.93
17351804,12,2,6.1,12.2
17351804,21,3,1.02,3.06
17351804,22,3,6.82,20.46
17370914,5,3,4.8,14.4
17370914,8,3,9.18,27.54
17370914,21,4,1.02,4.08
17370914,29,1,1.87,1.87
17384002,21,3,1.02,3.06
17409851,4,2,5.15,10.3
17409851,8,1,9.18,9.18
17409851,16,3,1.37,4.11
17409851,24,3,9.87,29.61
17434509,4,3,5.15,15.45
17434509,16,3,1.37,4.11
17434509,21,5,1.02,5.1
17434509,24,4,9.87,39.48
17450470,4,5,5.15,25.75
17450470,18,2,4.75,9.5
17460342,2,2,9.68,19.36
17460342,7,1,6.31,6.31
17460342,14,2,3.21,6.42
17460342,25,4,1.9,7.6
17466654,15,2,6.29,12.58
17466654,17,2,5.18,10.36
17466654,23,2,3.65,7.3
17466654,25,1,1.9,1.9
17476488,3,1,3.2,3.2
17476488,28,4,5.94,23.76
17476488,30,5,3.91,19.55
17498910,10,5,0.79,3.95
17498910,17,3,5.18,15.54
17498910,19,1,3.22,3.22
17504066,22,4,6.82,27.28
17516322,2,5,9.68,48.4
17516322,10,4,0.79,3.16
17516322,20,3,1.16,3.48
17516322,21,5,1.02,5.1
17517040,2,3,9.68,29.04
17519496,21,3,1.02,3.06
17519496,24,1,9.87,9.87
17526792,5,2,4.8,9.6
17526792,30,3,3.91,11.73
17534606,19,1,3.22,3.22
17534606,22,1,6.82,6.82
17548046,17,5,5.18,25.9
17581696,3,3,3.2,9.6
17593497,1,4,9.46,37.84
17593497,6,3,3.99,11.97
17593497,9,4,1.69,6.76
17593497,11,5,7.33,36.65
17593497,17,5,5.18,25.9
17643921,16,1,1.37,1.37
17649533,3,3,3.2,9.6
17649533,9,4,1.69,6.76
17649533,22,5,6.82,34.1
17651201,10,4,0.79,3.16
17651201,28,1,5.94,5.94
17661218,8,4,9.18,36.72
17661218,12,5,6.1,30.5
17661218,17,4,5.18,20.72
17661218,28,1,5.94,5.94
17661218,29,2,1.87,3.74
17664431,6,2,3.99,7.98
17664431,13,4,9.74,38.96
17669253,11,1,7.33,7.33
17669253,20,4,1.16,4.64
17669253,27,4,1.93,7.72
17675516,5,2,4.8,9.6
17675516,7,4,6.31,25.24
17675516,12,1,6.1,6.1
17675516,27,3,1.93,5.79
17681967,17,5,5.18,25.9
17681967,20,1,1.16,1.16
17681967,27,1,1.93,1.93
17692778,2,2,9.68,19.36
17692778,25,3,1.9,5.7
17736353,1,1,9.46,9.46
17736353,16,1,1.37,1.37
17741585,5,3,4.8,14.4
17741585,10,4,0.79,3.16
17741585,26,3,8.45,25.35
17744018,9,3,1.69,5.07
17744018,13,2,9.74,19.48
17744018,21,4,1.02,4.08
17744018,22,3,6.82,20.46
17751779,14,4,3.21,12.84
17751779,21,4,1.02,4.08
17751779,25,1,1.9,1.9
17806431,4,5,5.15,25.75
17807292,5,4,4.8,19.2
17807292,16,2,1.37,2.74
17807292,26,1,8.45,8.45
17807292,27,2,1.93,3.86
17807292,29,2,1.87,3.74
17840496,8,1,9.18,9.18
17840496,22,3,6.82,20.46
17840496,24,1,9.87,9.87
17850386,22,2,6.82,13.64
17857184,1,4,9.46,37.84
17857184,3,1,3.2,3.2
17857184,16,4,1.37,5.48
17879986,24,1,9.87,9.87
17879986,25,5,1.9,9.5
17879986,29,1,1.87,1.87
17881188,1,4,9.46,37.84
17881188,6,4,3.99,15.96
17881188,25,2,1.9,3.8
17888790,4,5,5.15,25.75
17894021,3,1,3.2,3.2
17894021,5,1,4.8,4.8
17894021,11,4,7.33,29.32
17894021,22,3,6.82,20.46
17894021,26,1,8.45,8.45
17917168,9,2,1.69,3.38
17917168,15,1,6.29,6.29
17917168,19,5,3.22,16.1
17917168,20,5,1.16,5.8
17931714,19,1,3.22,3.22
17936676,5,2,4.8,9.6
17936676,12,1,6.1,6.1
17940611,12,3,6.1,18.3
17949937,4,1,5.15,5.15
17949937,16,1,1.37,1.37
17949937,19,1,3.22,3.22
17949937,30,1,3.91,3.91
17949982,3,2,3.2,6.4
17949982,6,4,3.99,15.96
17949982,18,5,4.75,23.75
17949982,21,4,1.02,4.08
17951998,5,4,4.8,19.2
17952255,11,1,7.33,7.33
17952255,13,2,9.74,19.48
17976749,23,3,3.65,10.95
17978559,5,5,4.8,24.0
17978559,7,5,6.31,31.55
17978559,16,1,1.37,1.37
17978559,20,5,1.16,5.8
18019668,15,1,6.29,6.29
18022096,3,5,3.2,16.0
18022096,5,5,4.8,24.0
18022096,15,2,6.29,12.58
18022096,23,2,3.65,7.3
18022692,5,5,4.8,24.0
18022692,11,1,7.33,7.33
18022692,13,3,9.74,29.22
18022692,14,3,3.21,9.63
18022692,22,5,6.82,34.1
18023312,6,2,3.99,7.98
18023312,7,5,6.31,31.55
18023312,16,4,1.37,5.48
18027395,3,1,3.2,3.2
18027395,6,2,3.99,7.98
18027395,28,5,5.94,29.7
18028109,10,4,0.79,3.16
18028109,15,1,6.29,6.29
18028109,25,1,1.9,1.9
18032105,6,4,3.99,15.96
18032105,21,4,1.02,4.08
18033073,6,4,3.99,15.96
18033073,11,5,7.33,36.65
18033073,19,3,3.22,9.66
18035825,10,4,0.79,3.16
18035825,11,2,7.33,14.66
18035825,14,3,3.21,9.63
18039607,2,1,9.68,9.68
18039607,3,4,3.2,12.8
18039607,15,1,6.29,6.29
18039607,26,1,8.45,8.45
18063081,30,5,3.91,19.55
18072028,6,4,3.99,15.96
18072028,7,2,6.31,12.62
18072028,26,3,8.45,25.35
18072028,28,5,5.94,29.7
18072028,30,2,3.91,7.82
18077371,3,2,3.2,6.4
18077371,17,5,5.18,25.9
18077371,20,1,1.16,1.16
18079883,8,1,9.18,9.18
18079883,23,5,3.65,18.25
18085270,11,2,7.33,14.66
18085270,12,3,6.1,18.3
18085270,16,1,1.37,1.37
18121942,8,3,9.18,27.54
18121942,9,5,1.69,8.45
18121942,25,3,1.9,5.7
18121942,26,3,8.45,25.35
18135653,2,5,9.68,48.4
18135653,5,1,4.8,4.8
18135653,10,1,0.79,0.79
18156271,13,5,9.74,48.7
18156271,17,5,5.18,25.9
18156271,28,4,5.94,23.76
18156271,29,5,1.87,9.35
18167201,19,4,3.22,12.88
18184443,20,2,1.16,2.32
18197711,12,5,6.1,30.5
18203299,6,5,3.99,19.95
18203299,7,2,6.31,12.62
18203299,21,4,1.02,4.08
18203299,29,4,1.87,7.48
18236846,2,5,9.68,48.4
18236846,18,2,4.75,9.5
18249387,12,1,6.1,6.1
18249387,14,1,3.21,3.21
18249387,20,5,1.16,5.8
18251113,20,1,1.16,1.16
18253042,4,3,5.15,15.45
18265373,16,2,1.37,2.74
18269106,11,5,7.33,36.65
18269106,25,2,1.9,3.8
18270922,17,1,5.18,5.18
18287626,25,3,1.9,5.7
18289945,9,3,1.69,5.07
18289945,22,4,6.82,27.28
18289945,25,3,1.9,5.7
18289945,30,2,3.91,7.82
18314329,1,2,9.46,18.92
18314329,21,2,1.02,2.04
18314329,25,4,1.9,7.6
18314359,2,5,9.68,48.4
18318333,3,1,3.2,3.2
18318333,8,2,9.18,18.36
18327246,15,4,6.29,25.16
18327246,17,4,5.18,20.72
18358300,8,2,9.18,18.36
18358300,15,3,6.29,18.87
18360661,3,3,3.2,9.6
18360661,7,1,6.31,6.31
18360661,22,5,6.82,34.1
18380707,4,4,5.15,20.6
18380707,5,4,4.8,19.2
18380707,9,1,1.69,1.69
18380707,16,3,1.37,4.11
18380707,24,4,9.87,39.48
18382435,1,3,9.46,28.38
18382435,5,5,4.8,24.0
18382435,14,3,3.21,9.63
18382435,29,3,1.87,5.61
18385993,10,2,0.79,1.58
18385993,28,2,5.94,11.88
18388962,14,3,3.21,9.63
18388962,18,1,4.75,4.75
18388962,19,2,3.22,6.44
18388962,25,3,1.9,5.7
18388962,29,4,1.87,7.48
18393809,8,5,9.18,45.9
18393809,16,2,1.37,2.74
18393809,23,5,3.65,18.25
18393809,25,1,1.9,1.9
18404733,16,1,1.37,1.37
18406080,3,2,3.2,6.4
18406080,8,4,9.18,36.72
18406080,9,2,1.69,3.38
18406080,12,1,6.1,6.1
18408101,5,3,4.8,14.4
18409688,2,1,9.68,9.68
18409688,3,1,3.2,3.2
18409688,15,4,6.29,25.16
18409688,22,3,6.82,20.46
18409688,24,2,9.87,19.74
18411473,22,3,6.82,20.46
18413518,1,3,9.46,28.38
18413518,26,2,8.45,16.9
18437533,1,3,9.46,28.38
18437533,14,4,3.21,12.84
18437533,15,2,6.29,12.58
18437533,18,3,4.75,14.25
18437533,30,4,3.91,15.64
18442914,1,2,9.46,18.92
18442914,5,2,4.8,9.6
18442914,12,2,6.1,12.2
18454444,3,1,3.2,3.2
18454444,11,5,7.33,36.65
18454444,18,3,4.75,14.25
18454444,25,1,1.9,1.9
18455254,15,3,6.29,18.87
18455254,17,4,5.18,20.72
18502719,2,5,9.68,48.4
18502719,8,4,9.18,36.72
18502719,12,3,6.1,18.3
18513769,4,5,5.15,25.75
18513769,11,3,7.33,21.99
18513769,16,3,1.37,4.11
18518300,3,2,3.2,6.4
18518300,8,1,9.18,9.18
18518300,20,4,1.16,4.64
18518300,25,5,1.9,9.5
18518300,27,1,1.93,1.93
18526050,8,4,9.18,36.72
18526050,13,2,9.74,19.48
18526050,23,5,3.65,18.25
18527275,3,2,3.2,6.4
18527275,10,4,0.79,3.16
18527275,13,1,9.74,9.74
18527275,24,1,9.87,9.87
18527831,1,2,9.46,18.92
18537389,5,3,4.8,14.4
18537389,12,5,6.1,30.5
18537389,17,1,5.18,5.18
18537389,25,5,1.9,9.5
18537389,26,5,8.45,42.25
18542629,17,1,5.18,5.18
18542629,24,5,9.87,49.35
18546527,13,1,9.74,9.74
18546527,17,4,5.18,20.72
18560407,10,2,0.79,1.58
18560407,18,1,4.75,4.75
18560407,23,2,3.65,7.3
18560407,25,1,1.9,1.9
18571718,7,4,6.31,25.24
18571718,15,3,6.29,18.87
18583534,4,2,5.15,10.3
18583534,7,4,6.31,25.24
18583534,11,5,7.33,36.65
18583534,13,2,9.74,19.48
18583534,27,3,1.93,5.79
18584999,8,5,9.18,45.9
18585912,5,2,4.8,9.6
18585912,8,1,9.18,9.18
18585912,17,4,5.18,20.72
18589417,1,5,9.46,47.3
18589417,2,2,9.68,19.36
18592626,11,1,7.33,7.33
18592626,12,4,6.1,24.4
18592626,20,3,1.16,3.48
18592626,28,4,5.94,23.76
18599092,5,5,4.8,24.0
18599092,7,4,6.31,25.24
18599092,15,3,6.29,18.87
18599092,18,2,4.75,9.5
18602446,4,4,5.15,20.6
18602446,17,1,5.18,5.18
18602446,24,2,9.87,19.74
18607947,1,3,9.46,28.38
18607947,2,5,9.68,48.4
18607947,5,2,4.8,9.6
18607947,10,5,0.79,3.95
18607947,30,4,3.91,15.64
18612299,6,1,3.99,3.99
18612299,10,4,0.79,3.16
18612299,12,4,6.1,24.4
18612299,21,2,1.02,2.04
18616459,19,1,3.22,3.22
18628185,5,3,4.8,14.4
18628185,19,1,3.22,3.22
18628185,20,3,1.16,3.48
18641198,8,4,9.18,36.72
18645524,1,3,9.46,28.38
18645524,4,5,5.15,25.75
18645524,18,1,4.75,4.75
18645524,22,5,6.82,34.1
18645524,23,1,3.65,3.65
18654758,17,2,5.18,10.36
18670236,11,1,7.33,7.33
18670236,20,2,1.16,2.32
18670236,23,4,3.65,14.6
18681004,7,1,6.31,6.31
18681004,14,5,3.21,16.05
18686943,5,5,4.8,24.0
18686943,11,2,7.33,14.66
18686943,22,2,6.82,13.64
18701942,5,5,4.8,24.0
18701942,6,3,3.99,11.97
18701942,26,1,8.45,8.45
18716950,2,1,9.68,9.68
18716950,14,1,3.21,3.21
18727666,22,3,6.82,20.46
18740062,7,2,6.31,12.62
18740062,17,4,5.18,20.72
18740062,25,5,1.9,9.5
18749960,13,5,9.74,48.7
18749960,14,5,3.21,16.05
18749960,20,2,1.16,2.32
18749960,21,4,1.02,4.08
18766107,8,3,9.18,27.54
18766107,12,5,6.1,30.5
18766107,25,1,1.9,1.9
18766107,26,2,8.45,16.9
18769699,2,4,9.68,38.72
18769699,13,2,9.74,19.48
18769699,14,1,3.21,3.21
18769699,29,1,1.87,1.87
18775292,17,5,5.18,25.9
18775292,19,2,3.22,6.44
18775292,27,1,1.93,1.93
18778048,23,3,3.65,10.95
18831587,1,3,9.46,28.38
18831587,6,5,3.99,19.95
18831587,9,3,1.69,5.07
18833390,2,3,9.68,29.04
18833390,3,4,3.2,12.8
18833390,18,1,4.75,4.75
18833390,19,4,3.22,12.88
18837833,11,3,7.33,21.99
18840893,20,1,1.16,1.16
18840893,21,4,1.02,4.08
18840893,24,5,9.87,49.35
18840893,25,1,1.9,1.9
18845717,10,3,0.79,2.37
18845717,13,5,9.74,48.7
18857473,28,1,5.94,5.94
18864610,10,4,0.79,3.16
18864610,16,1,1.37,1.37
18864610,18,5,4.75,23.75
18864610,22,5,6.82,34.1
18877254,16,1,1.37,1.37
18888095,3,4,3.2,12.8
18888095,10,2,0.79,1.58
18888095,21,1,1.02,1.02
18888095,26,5,8.45,42.25
18906357,18,3,4.75,14.25
18906357,21,5,1.02,5.1
18906357,23,2,3.65,7.3
18915629,1,5,9.46,47.3
18915629,7,3,6.31,18.93
18915629,10,1,0.79,0.79
18915629,22,5,6.82,34.1
18929280,2,5,9.68,48.4
18929280,15,4,6.29,25.16
18930085,7,3,6.31,18.93
18930085,9,5,1.69,8.45
18930085,12,5,6.1,30.5
18930085,20,2,1.16,2.32
18946098,11,2,7.33,14.66
18946098,30,3,3.91,11.73
18960966,6,3,3.99,11.97
18960966,10,5,0.79,3.95
18960966,15,3,6.29,18.87
18964058,20,3,1.16,3.48
18964058,22,1,6.82,6.82
18967222,2,5,9.68,48.4
19004404,11,5,7.33,36.65
19004404,17,1,5.18,5.18
19004404,29,3,1.87,5.61
19005136,8,3,9.18,27.54
19005136,14,5,3.21,16.05
19005136,22,4,6.82,27.28
19005136,27,2,1.93,3.86
19007464,24,1,9.87,9.87
19011329,1,3,9.46,28.38
19011329,21,5,1.02,5.1
19011329,26,4,8.45,33.8
19023512,16,3,1.37,4.11
19023512,28,4,5.94,23.76
19024112,2,2,9.68,19.36
19024112,9,2,1.69,3.38
19024112,11,1,7.33,7.33
19024112,14,3,3.21,9.63
19028570,2,2,9.68,19.36
19028570,7,3,6.31,18.93
19028570,9,3,1.69,5.07
19028570,11,1,7.33,7.33
19052933,5,1,4.8,4.8
19052933,13,3,9.74,29.22
19052933,25,1,1.9,1.9
19063761,10,4,0.79,3.16
19063761,29,3,1.87,5.61
19093541,14,5,3.21,16.05
19093541,15,1,6.29,6.29
19093941,16,1,1.37,1.37
19100180,25,1,1.9,1.9
19103908,2,5,9.68,48.4
19103908,5,3,4.8,14.4
19103908,10,2,0.79,1.58
19103908,13,1,9.74,9.74
19104260,13,1,9.74,9.74
19104260,21,3,1.02,3.06
19137481,26,3,8.45,25.35
19137481,29,3,1.87,5.61
19147461,1,5,9.46,47.3
19147461,20,3,1.16,3.48
19147461,22,4,6.82,27.28
19147461,29,3,1.87,5.61
19150072,3,2,3.2,6.4
19150072,14,2,3.21,6.42
19150072,16,3,1.37,4.11
19150072,17,2,5.18,10.36
19150072,22,1,6.82,6.82
19165396,11,5,7.33,36.65
19165396,12,3,6.1,18.3
19175489,15,1,6.29,6.29
19175489,23,3,3.65,10.95
19175489,28,2,5.94,11.88
19175489,29,1,1.87,1.87
19179452,2,4,9.68,38.72
19179452,7,3,6.31,18.93
19179452,9,2,1.69,3.38
19179452,12,3,6.1,18.3
19192238,3,4,3.2,12.8
19192238,12,1,6.1,6.1
19192238,29,3,1.87,5.61
19203819,2,5,9.68,48.4
19203819,8,2,9.18,18.36
19209270,4,5,5.15,25.75
19209270,9,1,1.69,1.69
19209270,24,2,9.87,19.74
19218939,2,4,9.68,38.72
19218939,8,5,9.18,45.9
19218939,25,4,1.9,7.6
19218939,26,3,8.45,25.35
19222266,16,1,1.37,1.37
19222266,23,3,3.65,10.95
19223259,4,3,5.15,15.45
19223259,12,2,6.1,12.2
19223259,26,4,8.45,33.8
19230503,1,4,9.46,37.84
19230503,17,3,5.18,15.54
19230503,19,4,3.22,12.88
19233708,25,3,1.9,5.7
19233708,30,4,3.91,15.64
19251482,8,2,9.18,18.36
19251482,25,1,1.9,1.9
19251482,26,5,8.45,42.25
19256416,4,4,5.15,20.6
19256416,9,5,1.69,8.45
19256416,26,2,8.45,16.9
19273393,1,4,9.46,37.84
19273393,6,5,3.99,19.95
19273393,12,1,6.1,6.1
19281344,5,4,4.8,19.2
19281344,8,4,9.18,36.72
19281344,18,4,4.75,19.0
19292693,5,5,4.8,24.0
19306246,23,1,3.65,3.65
19306246,25,4,1.9,7.6
19310987,18,3,4.75,14.25
19310987,25,3,1.9,5.7
19322306,1,5,9.46,47.3
19322306,3,5,3.2,16.0
19322306,18,5,4.75,23.75
19337908,6,3,3.99,11.97
19350521,15,4,6.29,25.16
19371268,7,1,6.31,6.31
19371268,16,1,1.37,1.37
19371268,18,3,4.75,14.25
19371268,23,1,3.65,3.65
19371268,26,1,8.45,8.45
19382594,1,5,9.46,47.3
19382594,8,4,9.18,36.72
19382594,14,1,3.21,3.21
19384108,5,3,4.8,14.4
19384108,7,3,6.31,18.93
19384108,15,2,6.29,12.58
19384108,22,5,6.82,34.1
19384108,26,1,8.45,8.45
19389518,3,4,3.2,12.8
19389518,13,1,9.74,9.74
19389518,26,5,8.45,42.25
19409814,3,1,3.2,3.2
19409814,4,2,5.15,10.3
19413266,17,5,5.18,25.9
19413266,19,1,3.22,3.22
19422526,2,5,9.68,48.4
19422738,3,4,3.2,12.8
19422912,6,2,3.99,7.98
19422912,22,4,6.82,27.28
19422912,24,5,9.87,49.35
19424127,12,1,6.1,6.1
19424127,22,1,6.82,6.82
19436142,15,2,6.29,12.58
19465085,22,4,6.82,27.28
19469336,4,4,5.15,20.6
19469336,18,5,4.75,23.75
19469336,21,4,1.02,4.08
19499244,11,5,7.33,36.65
19499244,21,1,1.02,1.02
19499244,27,4,1.93,7.72
19529204,2,1,9.68,9.68
19529204,4,4,5.15,20.6
19529204,29,3,1.87,5.61
19530699,9,3,1.69,5.07
19530699,14,1,3.21,3.21
19530699,23,1,3.65,3.65
19539783,5,3,4.8,14.4
19539783,10,2,0.79,1.58
19539783,12,5,6.1,30.5
19539783,18,4,4.75,19.0
19539783,29,4,1.87,7.48
19543171,19,2,3.22,6.44
19549290,17,4,5.18,20.72
19549290,25,3,1.9,5.7
19563596,11,4,7.33,29.32
19563596,17,1,5.18,5.18
19563596,20,4,1.16,4.64
19563596,23,5,3.65,18.25
19583803,18,1,4.75,4.75
19586891,2,1,9.68,9.68
19586891,3,3,3.2,9.6
19586891,30,1,3.91,3.91
19597110,5,5,4.8,24.0
19597110,13,1,9.74,9.74
19597110,14,5,3.21,16.05
19597110,18,5,4.75,23.75
19597110,24,4,9.87,39.48
19604993,17,3,5.18,15.54
19614164,2,3,9.68,29.04
19614164,4,1,5.15,5.15
19614164,29,4,1.87,7.48
19620144,14,4,3.21,12.84
19634110,5,4,4.8,19.2
19634110,17,3,5.18,15.54
19634110,19,5,3.22,16.1
19651842,22,5,6.82,34.1
19651842,29,3,1.87,5.61
19658160,14,2,3.21,6.42
19662790,6,5,3.99,19.95
19662790,18,3,4.75,14.25
19662790,25,4,1.9,7.6
19662790,28,3,5.94,17.82
19664740,4,2,5.15,10.3
19664740,11,2,7.33,14.66
19664740,23,5,3.65,18.25
19664740,26,3,8.45,25.35
19683728,5,4,4.8,19.2
19683728,11,5,7.33,36.65
19683728,26,5,8.45,42.25
19683728,30,5,3.91,19.55
19688178,1,2,9.46,18.92
19688178,27,4,1.93,7.72
19690801,18,1,4.75,4.75
19690801,19,5,3.22,16.1
19706481,14,4,3.21,12.84
19706481,17,3,5.18,15.54
19709457,29,5,1.87,9.35
19714347,10,4,0.79,3.16
19714347,21,5,1.02,5.1
19714347,25,2,1.9,3.8
19718492,4,5,5.15,25.75
19718492,14,4,3.21,12.84
19718492,22,1,6.82,6.82
19725285,22,5,6.82,34.1
19727076,10,1,0.79,0.79
19727076,15,2,6.29,12.58
19727076,19,4,3.22,12.88
19762196,23,4,3.65,14.6
19765306,18,5,4.75,23.75
19765306,30,1,3.91,3.91
19769301,5,1,4.8,4.8
19769301,23,5,3.65,18.25
19786861,6,4,3.99,15.96
19786861,20,1,1.16,1.16
19786861,24,4,9.87,39.48
19789686,3,3,3.2,9.6
19789686,8,4,9.18,36.72
19789686,29,2,1.87,3.74
19790102,2,2,9.68,19.36
19790102,5,3,4.8,14.4
19790102,14,4,3.21,12.84
19790102,20,5,1.16,5.8
19799908,9,2,1.69,3.38
19799908,21,1,1.02,1.02
19799908,27,3,1.93,5.79
19799908,30,4,3.91,15.64
19800258,16,2,1.37,2.74
19800258,18,1,4.75,4.75
19800258,19,5,3.22,16.1
19800258,29,1,1.87,1.87
19805439,15,2,6.29,12.58
19821043,4,2,5.15,10.3
19821043,11,1,7.33,7.33
19829756,5,3,4.8,14.4
19845921,5,1,4.8,4.8
19845921,6,3,3.99,11.97
19845921,20,5,1.16,5.8
19860819,5,2,4.8,9.6
19879364,20,1,1.16,1.16
19879364,27,5,1.93,9.65
19879364,30,4,3.91,15.64
19885034,15,1,6.29,6.29
19886691,18,5,4.75,23.75
19886691,20,1,1.16,1.16
19886691,27,2,1.93,3.86
19886691,30,4,3.91,15.64
19892762,19,3,3.22,9.66
19905365,19,2,3.22,6.44
19926896,11,5,7.33,36.65
19926896,15,3,6.29,18.87
19926896,20,3,1.16,3.48
19928546,15,5,6.29,31.45
19928546,29,5,1.87,9.35
19928735,8,5,9.18,45.9
19928735,11,5,7.33,36.65
19928735,26,4,8.45,33.8
19928735,29,5,1.87,9.35
19937377,8,5,9.18,45.9
19937377,13,2,9.74,19.48
19937377,14,4,3.21,12.84
19937377,19,2,3.22,6.44
19951146,20,2,1.16,2.32
19951146,29,4,1.87,7.48
19962750,5,3,4.8,14.4
19962750,22,3,6.82,20.46
19962750,27,5,1.93,9.65
19962750,30,2,3.91,7.82
19965723,1,3,9.46,28.38
19965723,2,1,9.68,9.68
19981525,12,3,6.1,18.3
19981525,25,5,1.9,9.5
19987469,8,2,9.18,18.36
